sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,lat,long,type_apartment,type_condo,type_cottage/cabin,type_duplex,type_flat,type_house,type_in-law,type_loft,type_manufactured,type_townhouse
745,1,1.0,1,1,1,0,0,0,29.8775,-90.0457,1,0,0,0,0,0,0,0,0,0
2100,4,2.5,0,0,1,0,0,0,28.1984,-81.487,1,0,0,0,0,0,0,0,0,0
1484,4,2.5,1,1,0,0,0,0,34.4457,-103.178,0,0,0,0,0,1,0,0,0,0
780,0,1.0,0,0,1,0,0,1,25.7737,-80.1334,1,0,0,0,0,0,0,0,0,0
1216,3,1.0,1,1,0,0,0,0,36.2178,-85.5423,0,0,0,0,0,1,0,0,0,0
961,2,2.0,1,1,1,0,0,0,34.1639,-119.035,1,0,0,0,0,0,0,0,0,0
350,0,1.0,1,1,0,0,0,0,39.2992,-76.614,1,0,0,0,0,0,0,0,0,0
1000,2,1.0,1,1,1,0,0,0,42.8894,-85.6219,1,0,0,0,0,0,0,0,0,0
1100,2,2.0,0,1,1,0,0,0,26.5973,-81.8143,1,0,0,0,0,0,0,0,0,0
792,1,1.0,1,1,1,0,0,0,32.1149,-81.252,1,0,0,0,0,0,0,0,0,0
1050,2,1.5,1,1,1,0,0,0,41.1377,-81.5539,1,0,0,0,0,0,0,0,0,0
1150,2,1.5,1,1,1,0,0,0,35.8668,-78.6545,1,0,0,0,0,0,0,0,0,0
1280,3,2.0,0,0,1,0,0,0,34.5653,-111.855,0,0,0,0,0,0,0,0,1,0
1874,3,2.0,1,1,1,0,1,1,27.9873,-81.7625,1,0,0,0,0,0,0,0,0,0
882,2,1.5,1,1,1,0,0,0,21.3982,-158.012,0,0,0,0,0,0,0,0,0,1
1067,2,2.0,1,1,1,0,0,0,38.4127,-121.478,1,0,0,0,0,0,0,0,0,0
1408,3,2.0,1,1,1,0,0,0,43.3167,-87.9532,1,0,0,0,0,0,0,0,0,0
900,1,1.0,1,1,1,0,0,0,39.14,-84.5296,1,0,0,0,0,0,0,0,0,0
650,1,1.0,1,1,1,0,0,0,42.5112,-96.4096,1,0,0,0,0,0,0,0,0,0
904,2,1.0,1,1,1,0,0,0,41.697,-71.5465,1,0,0,0,0,0,0,0,0,0
717,2,1.0,1,1,0,1,0,0,47.7224,-117.41,1,0,0,0,0,0,0,0,0,0
870,2,1.0,1,1,0,0,0,0,40.5525,-105.068,1,0,0,0,0,0,0,0,0,0
1236,3,2.0,1,1,1,0,0,0,27.932,-82.7957,1,0,0,0,0,0,0,0,0,0
1110,2,2.0,1,1,0,0,0,0,41.5926,-93.6142,1,0,0,0,0,0,0,0,0,0
650,1,1.0,1,1,0,0,0,0,42.2564,-83.6591,1,0,0,0,0,0,0,0,0,0
1152,2,2.0,1,1,1,1,0,0,32.0362,-102.081,1,0,0,0,0,0,0,0,0,0
800,2,1.0,1,1,1,0,0,0,34.9141,-92.198,0,0,0,0,0,0,0,0,1,0
1195,3,2.0,0,0,1,0,0,0,35.3539,-118.993,0,0,0,1,0,0,0,0,0,0
1556,4,2.0,0,0,1,0,0,0,44.7212,-85.6124,0,0,0,0,0,0,0,0,1,0
364,0,1.0,1,1,0,1,0,1,35.1653,-101.884,1,0,0,0,0,0,0,0,0,0
910,1,1.0,1,1,1,0,0,0,28.0977,-81.9435,1,0,0,0,0,0,0,0,0,0
1015,2,2.0,1,1,1,0,0,0,35.9596,-78.9643,1,0,0,0,0,0,0,0,0,0
950,2,2.0,0,0,1,0,0,0,36.0036,-80.0036,1,0,0,0,0,0,0,0,0,0
1201,3,2.0,1,1,1,0,0,0,29.0951,-81.2922,1,0,0,0,0,0,0,0,0,0
900,2,1.0,1,1,1,0,0,0,26.2661,-98.269,1,0,0,0,0,0,0,0,0,0
1656,5,2.0,1,1,1,0,0,0,40.3864,-88.142,0,1,0,0,0,0,0,0,0,0
1056,3,2.0,1,1,1,0,0,0,42.7781,-84.3984,0,0,0,0,0,0,0,0,1,0
782,1,1.0,1,1,0,0,0,0,38.5683,-121.437,0,0,0,0,0,0,0,1,0,0
382,0,1.0,1,1,1,0,0,0,38.6448,-90.2616,1,0,0,0,0,0,0,0,0,0
1208,2,2.0,0,0,1,0,0,0,26.1297,-80.1401,1,0,0,0,0,0,0,0,0,0
1512,2,1.0,0,0,1,0,0,0,39.1101,-84.4972,0,0,0,0,0,0,0,0,0,1
443,0,1.0,1,1,0,0,0,0,35.2547,-120.691,1,0,0,0,0,0,0,0,0,0
960,2,1.0,1,1,1,1,0,0,41.2842,-85.8547,1,0,0,0,0,0,0,0,0,0
1750,3,1.5,1,1,1,0,0,0,41.5024,-82.7709,0,0,0,0,0,1,0,0,0,0
950,2,2.0,1,0,1,0,0,0,45.458,-122.712,1,0,0,0,0,0,0,0,0,0
1273,4,1.5,1,1,1,0,0,0,42.9426,-73.8984,0,0,0,0,0,0,0,0,0,1
608,1,1.0,1,1,1,0,0,0,36.3008,-119.344,1,0,0,0,0,0,0,0,0,0
800,1,1.0,0,0,0,0,0,1,34.3237,-85.0749,1,0,0,0,0,0,0,0,0,0
1176,2,2.5,1,1,1,0,0,0,41.2932,-96.0776,0,0,0,0,0,0,0,0,0,1
743,1,1.0,1,1,1,0,0,0,40.6557,-111.854,1,0,0,0,0,0,0,0,0,0
1750,4,3.0,1,1,0,0,0,0,40.3107,-88.1462,1,0,0,0,0,0,0,0,0,0
954,2,2.0,1,1,0,0,0,0,36.3055,-119.26,1,0,0,0,0,0,0,0,0,0
700,2,1.0,1,1,1,0,0,0,31.7089,-106.329,1,0,0,0,0,0,0,0,0,0
987,2,1.0,1,1,1,0,0,0,30.7305,-81.5465,1,0,0,0,0,0,0,0,0,0
1134,3,2.0,1,1,0,0,0,0,47.6434,-122.189,1,0,0,0,0,0,0,0,0,0
775,2,1.0,0,0,1,0,0,0,29.7787,-90.8097,1,0,0,0,0,0,0,0,0,0
689,2,1.0,1,1,1,0,0,0,31.8552,-106.435,1,0,0,0,0,0,0,0,0,0
1329,3,2.0,1,1,0,1,0,0,45.6418,-122.68,1,0,0,0,0,0,0,0,0,0
1044,2,1.0,1,1,1,0,0,0,30.946,-83.2474,1,0,0,0,0,0,0,0,0,0
610,1,1.0,1,1,0,0,0,0,33.5633,-117.21,1,0,0,0,0,0,0,0,0,0
1180,4,2.0,1,0,1,0,0,0,26.6282,-80.0767,1,0,0,0,0,0,0,0,0,0
690,1,1.0,1,1,1,0,0,0,35.8887,-78.6393,1,0,0,0,0,0,0,0,0,0
700,1,1.0,1,1,0,0,1,0,44.8651,-93.3087,1,0,0,0,0,0,0,0,0,0
1144,2,2.0,1,1,1,0,0,0,33.5004,-82.0648,1,0,0,0,0,0,0,0,0,0
1172,3,2.0,1,1,0,0,0,0,36.3314,-119.649,1,0,0,0,0,0,0,0,0,0
1100,2,2.0,1,1,0,0,0,0,47.6058,-117.371,1,0,0,0,0,0,0,0,0,0
600,1,1.0,0,0,0,0,0,0,43.1926,-112.342,1,0,0,0,0,0,0,0,0,0
1007,1,1.0,1,1,0,0,0,0,36.0832,-95.7944,1,0,0,0,0,0,0,0,0,0
589,1,1.0,1,1,1,0,0,0,30.3995,-91.178,1,0,0,0,0,0,0,0,0,0
935,2,1.0,1,1,0,0,0,0,44.6254,-123.076,1,0,0,0,0,0,0,0,0,0
962,1,1.0,1,1,1,0,0,0,30.4874,-84.3189,1,0,0,0,0,0,0,0,0,0
1173,2,2.0,1,1,1,0,0,0,34.2456,-119.175,1,0,0,0,0,0,0,0,0,0
1300,2,1.0,1,1,0,0,0,0,29.2288,-81.0148,1,0,0,0,0,0,0,0,0,0
1040,2,2.0,1,1,0,0,0,0,47.7041,-117.024,1,0,0,0,0,0,0,0,0,0
1000,2,1.0,0,1,1,0,0,0,39.956,-82.9214,0,0,0,0,0,1,0,0,0,0
1182,2,2.5,1,1,0,0,0,0,40.3668,-111.785,0,0,0,0,0,0,0,0,0,1
756,1,1.0,1,1,1,1,0,0,36.0245,-79.8223,1,0,0,0,0,0,0,0,0,0
441,0,1.0,1,1,1,0,0,0,37.686,-97.3368,1,0,0,0,0,0,0,0,0,0
882,2,2.0,1,1,1,0,0,0,29.8754,-97.9404,1,0,0,0,0,0,0,0,0,0
950,2,1.0,1,1,1,0,0,0,30.348,-81.5882,1,0,0,0,0,0,0,0,0,0
640,1,1.0,1,1,1,0,0,0,35.9612,-78.9767,1,0,0,0,0,0,0,0,0,0
1600,3,1.5,1,1,0,0,0,0,39.0534,-95.6918,0,0,0,0,0,1,0,0,0,0
1132,2,1.0,1,1,1,0,0,0,35.9161,-84.0589,1,0,0,0,0,0,0,0,0,0
1281,3,3.0,1,1,1,0,0,1,34.3625,-89.5502,1,0,0,0,0,0,0,0,0,0
1034,2,2.0,1,1,1,0,0,0,33.8185,-78.6963,1,0,0,0,0,0,0,0,0,0
1100,2,2.0,1,1,1,0,0,0,27.3053,-82.4638,1,0,0,0,0,0,0,0,0,0
600,1,1.0,0,0,1,0,0,0,41.6884,-93.791,1,0,0,0,0,0,0,0,0,0
927,2,1.0,1,1,1,0,0,0,34.0337,-81.0753,1,0,0,0,0,0,0,0,0,0
658,1,1.0,1,1,1,1,0,0,61.5906,-149.446,1,0,0,0,0,0,0,0,0,0
1336,3,2.5,1,0,1,0,0,0,39.5627,-78.1888,0,0,0,0,0,1,0,0,0,0
600,2,1.0,1,1,1,0,0,0,31.5452,-110.254,1,0,0,0,0,0,0,0,0,0
656,2,1.0,1,1,1,0,0,0,38.2608,-76.4725,1,0,0,0,0,0,0,0,0,0
730,1,1.0,0,0,1,0,0,0,40.0401,-105.258,1,0,0,0,0,0,0,0,0,0
1048,1,1.0,1,1,0,1,0,0,42.4321,-71.455,1,0,0,0,0,0,0,0,0,0
1200,2,1.5,1,1,1,0,0,0,42.7315,-84.6187,0,0,0,0,0,0,0,0,0,1
1100,4,1.0,1,0,1,0,0,0,42.9242,-78.8495,1,0,0,0,0,0,0,0,0,0
669,2,1.0,1,1,1,0,0,0,41.2349,-77.0612,1,0,0,0,0,0,0,0,0,0
1200,3,1.5,1,1,1,0,0,0,39.0299,-96.8396,0,0,0,0,0,0,0,0,0,1
1513,2,2.0,1,1,1,0,0,0,32.1873,-80.7189,1,0,0,0,0,0,0,0,0,0
800,1,1.0,0,0,0,0,0,0,37.7509,-122.415,1,0,0,0,0,0,0,0,0,0
1184,2,2.0,0,0,1,0,0,0,40.4553,-79.9367,1,0,0,0,0,0,0,0,0,0
1400,3,2.0,0,0,0,0,0,0,37.1274,-94.4695,0,0,0,0,0,1,0,0,0,0
900,2,2.0,1,1,1,0,0,0,36.1459,-95.8514,1,0,0,0,0,0,0,0,0,0
1466,2,2.0,1,1,1,0,0,0,40.5677,-74.558,1,0,0,0,0,0,0,0,0,0
625,1,1.0,1,1,0,1,1,0,32.723,-117.168,1,0,0,0,0,0,0,0,0,0
805,2,1.0,1,1,1,0,0,0,38.2592,-85.7037,1,0,0,0,0,0,0,0,0,0
972,2,2.0,1,1,1,0,0,0,41.1379,-81.5409,1,0,0,0,0,0,0,0,0,0
791,1,1.0,1,1,1,0,0,0,27.9843,-82.7313,1,0,0,0,0,0,0,0,0,0
1002,2,2.0,1,0,1,0,0,0,41.6729,-72.9285,1,0,0,0,0,0,0,0,0,0
1770,3,2.0,1,0,1,0,0,0,42.5875,-71.8137,1,0,0,0,0,0,0,0,0,0
1000,2,2.0,1,1,1,0,0,0,36.0544,-95.7223,1,0,0,0,0,0,0,0,0,0
804,1,1.0,0,0,1,0,0,0,33.9208,-117.459,1,0,0,0,0,0,0,0,0,0
650,1,1.0,1,1,1,0,0,0,32.802,-117.195,1,0,0,0,0,0,0,0,0,0
1076,2,2.0,1,1,1,0,0,0,28.6196,-81.3122,1,0,0,0,0,0,0,0,0,0
1000,2,2.0,1,1,1,0,0,0,40.5251,-105.057,1,0,0,0,0,0,0,0,0,0
1169,2,2.0,1,1,0,1,1,0,33.8561,-117.923,1,0,0,0,0,0,0,0,0,0
750,1,1.0,0,0,1,0,0,0,33.7984,-84.3883,1,0,0,0,0,0,0,0,0,0
876,2,1.0,1,1,1,0,0,0,32.8882,-105.934,1,0,0,0,0,0,0,0,0,0
750,2,1.5,1,1,1,0,0,0,31.9412,-102.403,1,0,0,0,0,0,0,0,0,0
1662,3,2.0,1,1,1,1,0,0,35.1633,-119.046,0,0,0,0,0,1,0,0,0,0
952,2,1.0,1,1,1,0,0,0,32.6279,-117.037,1,0,0,0,0,0,0,0,0,0
1191,2,2.0,1,1,1,0,0,0,33.6536,-117.75,1,0,0,0,0,0,0,0,0,0
600,2,1.0,0,0,1,0,0,0,43.0787,-89.3919,1,0,0,0,0,0,0,0,0,0
750,1,1.0,1,1,0,0,0,0,39.7567,-104.997,1,0,0,0,0,0,0,0,0,0
646,1,1.0,0,0,1,1,1,0,34.0609,-118.249,1,0,0,0,0,0,0,0,0,0
700,1,1.0,1,1,1,0,0,0,47.3929,-122.313,1,0,0,0,0,0,0,0,0,0
1093,2,2.5,1,1,1,0,0,0,38.2753,-77.5337,1,0,0,0,0,0,0,0,0,0
1292,3,2.0,1,1,1,0,0,0,32.9071,-80.1477,1,0,0,0,0,0,0,0,0,0
619,1,1.0,0,0,1,0,0,0,28.6005,-81.4375,1,0,0,0,0,0,0,0,0,0
1205,3,2.0,0,0,1,0,0,0,36.3572,-119.654,1,0,0,0,0,0,0,0,0,0
1114,3,2.0,1,1,1,0,0,0,34.2998,-110.0,1,0,0,0,0,0,0,0,0,0
989,2,0.0,1,1,1,0,0,0,31.8816,-102.013,1,0,0,0,0,0,0,0,0,0
980,2,1.5,1,1,1,0,0,0,35.05,-78.9666,0,0,0,0,0,0,0,0,0,1
722,1,1.0,1,1,0,0,0,0,33.2102,-87.5673,1,0,0,0,0,0,0,0,0,0
1154,2,1.5,0,0,1,0,0,0,35.4856,-97.6174,1,0,0,0,0,0,0,0,0,0
455,1,1.0,0,0,0,1,0,0,41.0039,-91.9576,1,0,0,0,0,0,0,0,0,0
985,3,1.5,0,0,1,0,0,0,39.6789,-86.1302,1,0,0,0,0,0,0,0,0,0
1258,3,1.5,0,0,1,0,0,0,44.1073,-88.7035,1,0,0,0,0,0,0,0,0,0
1150,2,2.0,0,0,1,0,0,0,35.6417,-88.7778,1,0,0,0,0,0,0,0,0,0
500,1,1.0,0,0,1,0,0,0,26.6849,-81.8848,1,0,0,0,0,0,0,0,0,0
949,2,2.0,1,1,1,0,0,0,35.4484,-84.6516,1,0,0,0,0,0,0,0,0,0
1100,2,2.0,1,1,1,0,0,0,43.1624,-87.9898,1,0,0,0,0,0,0,0,0,0
759,2,1.0,1,0,1,0,0,0,36.759,-119.72,1,0,0,0,0,0,0,0,0,0
830,2,1.0,1,1,1,0,0,0,28.8742,-81.911,1,0,0,0,0,0,0,0,0,0
1258,3,1.0,1,1,1,1,0,0,36.8678,-76.2429,0,0,0,0,0,1,0,0,0,0
1056,3,2.0,1,1,1,0,0,0,41.2941,-80.9658,1,0,0,0,0,0,0,0,0,0
1200,2,1.0,1,1,1,0,0,0,42.3173,-85.1782,1,0,0,0,0,0,0,0,0,0
1028,2,2.0,1,1,1,0,0,0,39.5582,-119.799,1,0,0,0,0,0,0,0,0,0
864,2,2.0,1,0,1,0,0,0,41.5988,-93.507,1,0,0,0,0,0,0,0,0,0
1728,4,2.0,1,1,0,0,0,0,46.7409,-120.748,0,0,0,0,0,0,0,0,1,0
515,1,1.0,1,1,1,0,0,0,40.7214,-74.0801,1,0,0,0,0,0,0,0,0,0
784,2,2.0,1,1,1,0,0,0,41.2941,-80.9658,0,0,0,0,0,0,0,0,1,0
1173,2,1.0,1,1,1,0,0,0,31.9235,-102.292,1,0,0,0,0,0,0,0,0,0
977,2,2.0,1,1,1,0,0,0,30.5932,-96.3271,1,0,0,0,0,0,0,0,0,0
2000,4,1.0,1,1,0,0,0,0,40.3107,-88.1462,1,0,0,0,0,0,0,0,0,0
1222,3,2.0,1,1,1,0,0,0,35.7016,-88.8477,1,0,0,0,0,0,0,0,0,0
720,2,1.0,1,0,1,0,0,0,40.0861,-74.1677,1,0,0,0,0,0,0,0,0,0
556,1,0.0,1,1,1,0,0,0,31.27,-94.6469,1,0,0,0,0,0,0,0,0,0
972,2,1.5,1,1,1,0,0,0,42.0312,-91.6322,1,0,0,0,0,0,0,0,0,0
1398,3,2.0,1,1,1,0,0,0,30.3661,-91.1193,1,0,0,0,0,0,0,0,0,0
700,1,1.0,1,1,1,0,0,0,41.2692,-95.902,1,0,0,0,0,0,0,0,0,0
700,1,1.0,1,1,1,0,0,0,32.406,-90.1063,1,0,0,0,0,0,0,0,0,0
750,1,1.0,1,1,1,0,0,0,39.1937,-96.5747,1,0,0,0,0,0,0,0,0,0
1034,2,2.0,1,1,0,1,0,0,30.14,-94.1604,1,0,0,0,0,0,0,0,0,0
1130,2,2.0,1,1,1,0,0,0,35.2886,-80.8209,1,0,0,0,0,0,0,0,0,0
1326,2,1.0,0,0,1,0,0,0,33.4805,-82.2028,1,0,0,0,0,0,0,0,0,0
364,0,1.0,1,1,0,1,0,1,35.1653,-101.884,1,0,0,0,0,0,0,0,0,0
995,2,1.0,1,1,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0
1416,3,1.0,0,0,1,0,0,0,39.9727,-82.8329,0,0,0,0,0,1,0,0,0,0
1132,2,2.0,1,1,1,0,0,0,32.1149,-81.252,1,0,0,0,0,0,0,0,0,0
793,1,1.0,1,1,0,1,1,0,33.8359,-117.909,1,0,0,0,0,0,0,0,0,0
1140,2,1.5,1,1,0,0,0,0,43.0416,-88.2727,1,0,0,0,0,0,0,0,0,0
1350,2,2.0,1,1,1,0,0,0,41.5012,-81.4897,1,0,0,0,0,0,0,0,0,0
1150,2,1.0,0,0,1,0,0,0,27.2606,-80.4771,1,0,0,0,0,0,0,0,0,0
1000,3,1.0,1,1,1,0,0,0,39.0067,-94.5696,0,0,0,0,0,1,0,0,0,0
943,2,2.0,0,0,0,0,0,0,44.1048,-103.244,1,0,0,0,0,0,0,0,0,0
742,1,1.0,1,1,0,1,0,0,38.5864,-121.283,1,0,0,0,0,0,0,0,0,0
2200,3,3.5,0,0,0,0,0,0,27.5965,-97.2251,0,0,0,1,0,0,0,0,0,0
1052,2,2.0,1,1,0,0,0,0,41.6004,-93.8478,1,0,0,0,0,0,0,0,0,0
1057,2,2.0,1,1,0,0,0,0,40.2972,-111.721,1,0,0,0,0,0,0,0,0,0
640,2,1.0,0,0,0,0,0,0,42.2445,-83.6249,1,0,0,0,0,0,0,0,0,0
1115,3,2.0,1,1,1,0,0,0,29.8754,-97.9404,1,0,0,0,0,0,0,0,0,0
1086,2,2.0,1,1,1,1,0,0,28.0673,-80.678,1,0,0,0,0,0,0,0,0,0
950,2,1.5,1,1,1,0,0,0,38.1754,-85.7111,0,0,0,0,0,0,0,0,0,1
2300,2,1.0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,0,0,0
500,2,1.0,0,0,1,0,0,0,41.0408,-81.5598,1,0,0,0,0,0,0,0,0,0
820,1,1.0,1,1,0,0,0,0,40.4382,-79.8918,1,0,0,0,0,0,0,0,0,0
966,2,1.5,1,1,1,0,0,0,29.5866,-90.7065,1,0,0,0,0,0,0,0,0,0
893,2,1.0,0,0,1,0,0,0,41.2227,-96.1183,1,0,0,0,0,0,0,0,0,0
1133,1,1.5,1,1,1,0,0,0,33.4226,-86.7065,1,0,0,0,0,0,0,0,0,0
770,1,1.0,0,0,1,0,0,0,32.4245,-84.9481,1,0,0,0,0,0,0,0,0,0
1063,3,2.0,0,0,1,0,0,0,29.3001,-94.7998,1,0,0,0,0,0,0,0,0,0
792,1,1.0,0,0,1,0,0,0,39.7394,-75.5578,1,0,0,0,0,0,0,0,0,0
474,1,1.0,1,1,1,0,0,0,30.2219,-97.7431,1,0,0,0,0,0,0,0,0,0
1232,3,2.0,0,0,1,0,0,0,47.6657,-122.669,1,0,0,0,0,0,0,0,0,0
501,1,1.0,1,1,1,0,0,0,29.1704,-81.0423,1,0,0,0,0,0,0,0,0,0
675,2,1.0,1,1,0,0,0,0,48.2144,-101.291,1,0,0,0,0,0,0,0,0,0
932,2,2.0,1,1,1,0,0,0,29.5244,-98.5801,1,0,0,0,0,0,0,0,0,0
935,2,1.0,1,1,0,0,0,0,44.6254,-123.076,1,0,0,0,0,0,0,0,0,0
800,2,1.0,0,0,1,0,0,0,39.7392,-104.885,1,0,0,0,0,0,0,0,0,0
800,1,1.0,1,1,1,0,0,0,41.1784,-73.165,1,0,0,0,0,0,0,0,0,0
700,1,1.0,1,1,1,0,0,0,40.5343,-105.093,1,0,0,0,0,0,0,0,0,0
950,2,1.0,0,0,1,0,0,0,29.6559,-95.2081,1,0,0,0,0,0,0,0,0,0
800,3,2.0,1,1,1,0,0,0,28.602,-81.4046,0,0,0,0,0,0,0,0,1,0
1182,2,2.5,1,1,0,0,0,0,40.3668,-111.785,1,0,0,0,0,0,0,0,0,0
1800,3,2.0,0,0,0,0,0,0,34.0855,-80.9513,0,0,0,0,0,1,0,0,0,0
1000,2,2.0,0,0,0,0,0,0,42.2694,-83.7282,0,1,0,0,0,0,0,0,0,0
1154,3,2.0,0,0,0,0,0,0,41.5348,-93.5967,1,0,0,0,0,0,0,0,0,0
650,1,1.0,1,1,1,0,0,0,35.0442,-78.9723,1,0,0,0,0,0,0,0,0,0
1280,3,1.5,1,1,1,0,0,0,34.7132,-86.6626,1,0,0,0,0,0,0,0,0,0
900,1,1.0,1,1,1,0,0,0,41.7003,-93.6126,1,0,0,0,0,0,0,0,0,0
1420,3,1.5,1,1,1,0,0,0,41.4913,-90.5648,0,0,0,0,0,1,0,0,0,0
800,1,1.0,0,0,1,0,0,0,35.1366,-106.537,1,0,0,0,0,0,0,0,0,0
900,2,2.0,1,1,0,0,0,0,42.9229,-88.8467,1,0,0,0,0,0,0,0,0,0
780,1,1.0,1,1,1,0,0,0,35.1565,-79.4058,1,0,0,0,0,0,0,0,0,0
2185,4,2.5,0,0,1,0,0,0,38.9024,-76.9901,0,0,0,0,0,1,0,0,0,0
566,1,1.0,1,1,1,0,0,0,31.889,-102.355,1,0,0,0,0,0,0,0,0,0
1640,2,2.0,0,0,1,0,0,0,40.2871,-74.681,1,0,0,0,0,0,0,0,0,0
725,1,1.0,1,1,1,0,0,0,47.257,-122.327,1,0,0,0,0,0,0,0,0,0
1013,1,1.0,0,0,1,0,0,0,33.8713,-84.4629,1,0,0,0,0,0,0,0,0,0
1375,3,1.5,1,1,1,0,0,0,41.4416,-81.5486,0,0,0,0,0,1,0,0,0,0
795,2,1.0,0,0,1,0,0,0,38.0774,-78.9035,1,0,0,0,0,0,0,0,0,0
852,2,1.0,1,1,1,0,0,0,30.1591,-92.0007,1,0,0,0,0,0,0,0,0,0
2016,4,2.0,1,1,1,0,0,0,34.2846,-119.222,1,0,0,0,0,0,0,0,0,0
1062,2,2.0,0,0,0,0,0,0,48.263,-101.3,1,0,0,0,0,0,0,0,0,0
1169,3,2.0,1,1,0,1,0,1,31.553,-97.1255,1,0,0,0,0,0,0,0,0,0
802,1,1.0,0,0,1,0,0,0,35.9457,-78.6433,1,0,0,0,0,0,0,0,0,0
250,0,1.0,1,1,1,1,0,1,39.5357,-119.805,1,0,0,0,0,0,0,0,0,0
1225,3,2.0,1,1,1,0,0,0,32.2947,-95.2785,1,0,0,0,0,0,0,0,0,0
1021,2,2.0,1,1,1,0,0,0,42.2922,-85.633,1,0,0,0,0,0,0,0,0,0
811,1,1.0,1,1,0,1,0,1,37.3178,-76.7634,1,0,0,0,0,0,0,0,0,0
882,2,1.0,1,1,0,0,0,0,38.8558,-104.713,1,0,0,0,0,0,0,0,0,0
420,1,0.0,0,0,1,0,0,1,27.8239,-97.3878,0,1,0,0,0,0,0,0,0,0
752,1,1.0,1,0,0,0,0,0,45.0243,-93.4751,1,0,0,0,0,0,0,0,0,0
1060,2,2.0,0,0,1,0,0,0,43.0481,-87.9037,1,0,0,0,0,0,0,0,0,0
670,1,0.0,1,1,1,0,0,0,35.6829,-88.8281,1,0,0,0,0,0,0,0,0,0
900,2,1.0,1,1,1,0,0,0,29.1994,-81.0376,1,0,0,0,0,0,0,0,0,0
898,1,1.0,1,1,1,0,0,0,35.8741,-78.6809,1,0,0,0,0,0,0,0,0,0
810,2,1.0,0,0,1,0,0,0,42.022,-93.6763,1,0,0,0,0,0,0,0,0,0
1158,2,1.0,0,0,1,0,0,0,37.5216,-77.4381,1,0,0,0,0,0,0,0,0,0
1134,2,1.5,1,1,1,0,0,0,36.075,-79.8683,1,0,0,0,0,0,0,0,0,0
900,2,2.0,1,1,1,0,0,0,29.1733,-81.0402,1,0,0,0,0,0,0,0,0,0
1056,2,1.5,1,1,0,0,0,0,38.0278,-121.363,1,0,0,0,0,0,0,0,0,0
647,1,1.0,0,0,1,0,0,0,30.0948,-94.1648,1,0,0,0,0,0,0,0,0,0
1000,2,1.0,1,1,0,0,0,0,40.6989,-89.6122,1,0,0,0,0,0,0,0,0,0
1005,2,1.5,1,1,1,1,0,0,40.4509,-86.1352,1,0,0,0,0,0,0,0,0,0
361,1,1.0,1,1,1,0,0,0,43.0705,-76.1167,1,0,0,0,0,0,0,0,0,0
675,2,1.0,1,1,1,0,0,0,42.592,-71.3505,1,0,0,0,0,0,0,0,0,0
940,2,1.0,0,0,1,0,0,0,43.5148,-96.805,1,0,0,0,0,0,0,0,0,0
635,1,1.0,0,0,0,0,0,0,37.6706,-121.022,1,0,0,0,0,0,0,0,0,0
900,1,1.0,0,0,1,0,0,0,40.0294,-76.3364,1,0,0,0,0,0,0,0,0,0
1307,3,1.0,0,0,1,0,0,0,27.2606,-80.4771,1,0,0,0,0,0,0,0,0,0
758,2,1.0,1,1,1,0,0,0,40.7739,-89.6739,1,0,0,0,0,0,0,0,0,0
792,1,1.0,0,0,1,0,0,0,39.0119,-95.7151,1,0,0,0,0,0,0,0,0,0
650,1,1.0,1,1,0,0,0,0,33.8633,-98.534,1,0,0,0,0,0,0,0,0,0
1150,2,2.0,1,1,1,0,0,0,32.8511,-83.567,1,0,0,0,0,0,0,0,0,0
657,1,1.0,1,1,0,0,0,0,47.6421,-117.198,1,0,0,0,0,0,0,0,0,0
538,1,1.0,1,1,0,0,0,0,35.1792,-111.667,1,0,0,0,0,0,0,0,0,0
989,2,1.0,1,1,1,0,0,0,41.7242,-71.5356,1,0,0,0,0,0,0,0,0,0
708,1,1.0,1,1,1,0,0,0,37.9742,-84.4964,1,0,0,0,0,0,0,0,0,0
759,1,1.0,1,1,1,0,0,0,43.1324,-86.2207,1,0,0,0,0,0,0,0,0,0
850,2,2.0,1,1,1,0,0,0,32.7793,-117.017,1,0,0,0,0,0,0,0,0,0
916,2,1.0,1,1,1,0,0,0,43.2372,-86.1841,1,0,0,0,0,0,0,0,0,0
620,1,1.0,1,1,0,1,0,0,32.6782,-96.7646,1,0,0,0,0,0,0,0,0,0
650,1,1.0,1,0,0,0,0,0,38.5783,-90.2871,1,0,0,0,0,0,0,0,0,0
1199,2,2.0,0,0,1,0,0,0,39.7462,-104.978,1,0,0,0,0,0,0,0,0,0
860,2,1.0,0,0,1,0,0,0,29.8951,-90.1444,1,0,0,0,0,0,0,0,0,0
1195,2,3.0,1,1,0,0,0,0,45.6258,-122.643,1,0,0,0,0,0,0,0,0,0
600,1,1.0,0,0,0,0,0,1,32.8145,-79.8942,0,0,0,0,0,0,1,0,0,0
1207,3,2.0,0,0,1,0,0,0,28.6812,-81.4026,0,0,0,0,0,1,0,0,0,0
1344,4,2.0,1,1,1,0,0,0,26.5025,-81.9276,1,0,0,0,0,0,0,0,0,0
476,1,1.0,1,1,1,1,0,0,39.7359,-75.6647,1,0,0,0,0,0,0,0,0,0
